TimeStamp,SiteName,TrapLocation,PlotName,Quadrant,SiteCode,Species,SampleNumber,SampleLabel,Height,BasalDiameter,Browsed,BrowsedBy,FoliageDisease,Berries,AmountSample_AmtAvail,StoiComment,BaggedWetWeight,BagCount,BagSize,BagWeight,SampleWeight,SampleWeightAfterAFL,StoiLabel,UUID_VegFieldForm,UniqueID,WeighingComments
2016-07-15 17:45,Dunphys Pond,C14,Dunphys Pond+C14,SW,DP,VAAN,,DP_C14_VAAN_3,42,0.5,NB,I,,,60,,9.3,1,S,2,7.3,3.6,DP_C14_VAAN ,0A6CBF83-93F1-4615-97E6-3B5691D521A0,29D4CE22-578F-4C0E-B9A5-489414A35136,
2016-07-15 17:53,Dunphys Pond,C14,Dunphys Pond+C14,NW,DP,VAAN,,DP_C14_VAAN_4,38,0.6,NB,I,,,60,,12.5,1,S,2,10.5,7.6,DP_C14_VAAN ,0A6CBF83-93F1-4615-97E6-3B5691D521A0,B791641C-4A02-4965-8AB6-02B51EB9AE2E,
2016-08-08 16:02,Dunphys Pond,C2,Dunphys Pond+C2,NE,DP,ABBA,1,DP_C2_ABBA_1,29,0.5,,,,,100,,21.3,2,L,3.4,14.5,9.8,DP_C2_ABBA ,C170C4EF-14E2-484E-994F-DB0D8E9188F9,1F0BF05F-AB57-44DA-8362-7033C98E1532,
2016-08-08 16:18,Dunphys Pond,C2,Dunphys Pond+C2,SE,DP,ABBA,2,DP_C2_ABBA_2,27,0.7,,,,,100,,25.7,2,L,3.4,18.9,13.4,DP_C2_ABBA ,C170C4EF-14E2-484E-994F-DB0D8E9188F9,8C6D6A68-A5FD-43D0-9009-600BD6994EB2,
2016-08-08 16:21,Dunphys Pond,C2,Dunphys Pond+C2,SW,DP,ABBA,3,DP_C2_ABBA_3,42,1,,M,,,100,,18.7,2,L,3.4,11.9,8.1,DP_C2_ABBA ,C170C4EF-14E2-484E-994F-DB0D8E9188F9,F0F810B4-369D-4DAE-A90B-F98C0583538B,
2016-08-08 15:58,Dunphys Pond,C2,Dunphys Pond+C2,NE,DP,ACRU,1,DP_C2_ACRU_1,59,1.3,,"M
I",Y,,50,,20.8,2,L,3.4,14,10.5,DP_C2_ACRU,C170C4EF-14E2-484E-994F-DB0D8E9188F9,D60357D3-3A0E-4951-B782-01843D8D2C4B,
2016-08-08 16:10,Dunphys Pond,C2,Dunphys Pond+C2,SE,DP,ACRU,2,DP_C2_ACRU_2,84,1,,"I
M",Y,,60,Fungus,27.1,2,L,3.4,20.3,15.8,DP_C2_ACRU,C170C4EF-14E2-484E-994F-DB0D8E9188F9,A380ADD5-51B2-4674-B253-210C44DF7C82,
2016-08-08 16:32,Dunphys Pond,C2,Dunphys Pond+C2,SW,DP,ACRU,3,DP_C2_ACRU_3,78,0.7,,"O
I",Y,,100,,15,2,L,3.4,8.2,5.2,DP_C2_ACRU,C170C4EF-14E2-484E-994F-DB0D8E9188F9,00A7FAE8-F4F8-483A-A7D0-B636988926BB,
2016-08-08 16:44,Dunphys Pond,C2,Dunphys Pond+C2,NW,DP,ACRU,4,DP_C2_ACRU_4,80,0.6,,I,Y,,100,Fungus,22,2,L,3.4,15.2,12.3,DP_C2_ACRU,C170C4EF-14E2-484E-994F-DB0D8E9188F9,E617D8CF-8D25-4AFC-A935-55FC58F1D75D,
2016-08-08 15:56,Dunphys Pond,C2,Dunphys Pond+C2,NE,DP,VAAN,1,DP_C2_VAAN_1,46,0.6,,"I
O",Y,,100,,20.7,2,L,3.4,13.9,8.9,DP_C2_VAAN ,C170C4EF-14E2-484E-994F-DB0D8E9188F9,212E8E20-F85C-445B-ADB6-89DBFC0D403A,
2016-08-08 16:14,Dunphys Pond,C2,Dunphys Pond+C2,SE,DP,VAAN,2,DP_C2_VAAN_2,69,0.6,,"O
I
M",Y,,60,,32.5,2,L,3.4,25.7,20.6,DP_C2_VAAN ,C170C4EF-14E2-484E-994F-DB0D8E9188F9,80D670B2-0CD8-469E-8F97-2A8CBF729551,
2016-08-08 16:28,Dunphys Pond,C2,Dunphys Pond+C2,SW,DP,VAAN,3,DP_C2_VAAN_3,67,0.5,,"O
I",Y,,100,,25,2,L,3.4,18.2,13.3,DP_C2_VAAN ,C170C4EF-14E2-484E-994F-DB0D8E9188F9,11198ECB-4576-4851-AFEC-5D873139F53F,
2016-08-08 16:39,Dunphys Pond,C2,Dunphys Pond+C2,NW,DP,VAAN,4,DP_C2_VAAN_4,40,0.6,,"H
I",Y,,100,,25.8,2,L,3.4,19,14.4,DP_C2_VAAN ,C170C4EF-14E2-484E-994F-DB0D8E9188F9,84FE7F87-F874-4944-91FA-6B6EA18EDD25,
2016-07-16 9:17,Dunphys Pond,C4,Dunphys Pond+C4,NE,DP,ABBA,,DP_C4_ABBA_1,39,1.5,NB,,,,80,,4.8,1,S,2,2.8,0,DP_C4_ABBA,CC0A262B-2405-401B-BC70-B2348CA5FFBA,B58A3502-3F03-4EDC-8DE0-E18327BC582D,
2016-07-16 9:32,Dunphys Pond,C4,Dunphys Pond+C4,SE,DP,ABBA,,DP_C4_ABBA_2,46,0.85,NB,,,,40,,10.3,1,S,2,8.3,3.6,DP_C4_ABBA,CC0A262B-2405-401B-BC70-B2348CA5FFBA,F57D9D86-6CA0-4064-9E9A-B6F40E011F4D,
2016-07-16 10:01,Dunphys Pond,C4,Dunphys Pond+C4,NW,DP,ABBA,,DP_C4_ABBA_3,40,0.8,NB,,,,20,,10.4,1,S,2,8.4,4.3,DP_C4_ABBA,CC0A262B-2405-401B-BC70-B2348CA5FFBA,D776BA60-C721-4CBD-B69C-C856CEEB41A4,
2016-07-16 9:15,Dunphys Pond,C4,Dunphys Pond+C4,NE,DP,ACRU,,DP_C4_ACRU_1,70,1,B,O,,,70,,11.1,1,S,2,9.1,6.7,DP_C4_ACRU,CC0A262B-2405-401B-BC70-B2348CA5FFBA,EFCBCA7C-802D-482A-AA0F-4FB0F40B22B2,
2016-07-16 9:30,Dunphys Pond,C4,Dunphys Pond+C4,SE,DP,ACRU,,DP_C4_ACRU_2,55,1.3,NB,,,,30,,13.4,1,S,2,11.4,8.6,DP_C4_ACRU,CC0A262B-2405-401B-BC70-B2348CA5FFBA,C7A0FEF7-1E16-40ED-BA3B-0E0AEA3ED9EB,
2016-07-16 9:54,Dunphys Pond,C4,Dunphys Pond+C4,SW,DP,ACRU,,DP_C4_ACRU_3,93,1.5,NB,,,,40,,15.4,1,S,2,13.4,9.3,DP_C4_ACRU,CC0A262B-2405-401B-BC70-B2348CA5FFBA,869716CA-4C9C-4577-B6DA-E1D56ACCCBB4,
2016-07-16 10:03,Dunphys Pond,C4,Dunphys Pond+C4,NW,DP,ACRU,,DP_C4_ACRU_4,97,1.3,NB,I,,,20,,14.5,1,S,2,12.5,8.8,DP_C4_ACRU,CC0A262B-2405-401B-BC70-B2348CA5FFBA,C2798612-D091-4858-A418-13ECDA111C00,
2016-07-16 9:23,Dunphys Pond,C4,Dunphys Pond+C4,SE,DP,BEPA,,DP_C4_BEPA_1,52,0.6,B,"H
M",,,40,On ground,12.9,1,S,2,10.9,4.8,DP_C4_BEPA,CC0A262B-2405-401B-BC70-B2348CA5FFBA,025BA4C3-383E-4F8B-9BB4-41C0EBCED3B3,
2016-07-16 9:44,Dunphys Pond,C4,Dunphys Pond+C4,SW,DP,BEPA,,DP_C4_BEPA_2,58,1,NB,,,,80,On ground,12.5,1,S,2,10.5,5.3,DP_C4_BEPA,CC0A262B-2405-401B-BC70-B2348CA5FFBA,9BBD4163-60CF-4E1B-AA53-9CAE5A0FE03B,
2016-07-16 9:20,Dunphys Pond,C4,Dunphys Pond+C4,NE,DP,VAAN,,DP_C4_VAAN_1,42,0.6,B,"I
O",,,50,,9.7,1,S,2,7.7,4.4,DP_C4_VAAN,CC0A262B-2405-401B-BC70-B2348CA5FFBA,DBD7EC96-DFD3-4A67-BAD6-A1505FC98A13,
2016-07-16 9:35,Dunphys Pond,C4,Dunphys Pond+C4,SE,DP,VAAN,,DP_C4_VAAN_2,37,0.6,B,"O
I",,,50,,8.9,1,S,2,6.9,4.6,DP_C4_VAAN,CC0A262B-2405-401B-BC70-B2348CA5FFBA,10F17F23-5657-4787-9FC6-5D404DEADC6C,
2016-07-16 9:49,Dunphys Pond,C4,Dunphys Pond+C4,SW,DP,VAAN,,DP_C4_VAAN_3,57,1.1,B,I,,,80,,9.1,1,S,2,7.1,2,DP_C4_VAAN,CC0A262B-2405-401B-BC70-B2348CA5FFBA,8D16EE45-5224-4956-B3DF-1D01A009028D,
2016-07-16 10:06,Dunphys Pond,C4,Dunphys Pond+C4,NW,DP,VAAN,,DP_C4_VAAN_4,42,0.5,NB,I,,,70,,9.1,1,S,2,7.1,4.3,DP_C4_VAAN,CC0A262B-2405-401B-BC70-B2348CA5FFBA,8D844AFB-06DB-4E05-9989-4D7828AB1D3A,
2016-08-08 14:15,Dunphys Pond,C6,Dunphys Pond+C6,SE,DP,ABBA,1,DP_C6_ABBA_1,30,0.6,,,,,100,,18.6,2,L,3.4,11.8,9.4,DP_C6_ABBA,AD609BF9-E977-4760-B6F0-06F100A752F2,F7660D8B-F819-4218-848E-612E54AFB0AC,
2016-08-08 14:23,Dunphys Pond,C6,Dunphys Pond+C6,SW,DP,ABBA,2,DP_C6_ABBA_2,43,0.5,,,,,80,,17.4,2,L,3.4,10.6,7,DP_C6_ABBA,AD609BF9-E977-4760-B6F0-06F100A752F2,4D737A75-A8F2-4C77-A494-48180902153D,
2016-08-08 14:44,Dunphys Pond,C6,Dunphys Pond+C6,NW,DP,ABBA,3,DP_C6_ABBA_3,36,1,,,,,100,,21.4,2,L,3.4,14.6,9.4,DP_C6_ABBA,AD609BF9-E977-4760-B6F0-06F100A752F2,2F8E7409-FE70-4AD4-99D1-64FC255CFBEF,
2016-08-08 13:56,Dunphys Pond,C6,Dunphys Pond+C6,NE,DP,ACRU,1,DP_C6_ACRU_1,45,0.7,,"M
I",Y,,100,,13.6,2,L,3.4,6.8,4,DP_C6_ACRU,AD609BF9-E977-4760-B6F0-06F100A752F2,9A22E1ED-032F-4949-BA08-CAF41D0E7941,
2016-08-08 14:07,Dunphys Pond,C6,Dunphys Pond+C6,SE,DP,ACRU,2,DP_C6_ACRU_2,79,1,,"H
I",Y,,50,,21.6,2,L,3.4,14.8,9.9,DP_C6_ACRU,AD609BF9-E977-4760-B6F0-06F100A752F2,898DD6B0-72A2-4F88-A36D-BF7C00449E88,
2016-08-08 14:27,Dunphys Pond,C6,Dunphys Pond+C6,SW,DP,ACRU,3,DP_C6_ACRU_3,98,0.7,,I,Y,,40,Fungus,26,2,L,3.4,19.2,15.4,DP_C6_ACRU,AD609BF9-E977-4760-B6F0-06F100A752F2,D61A4FEE-10F5-42AE-A70F-0A6801F1BC72,
2016-08-08 14:39,Dunphys Pond,C6,Dunphys Pond+C6,NW,DP,ACRU,4,DP_C6_ACRU_4,91,0.9,,I,Y,,80,Fungus,24.6,2,L,3.4,17.8,13.7,DP_C6_ACRU,AD609BF9-E977-4760-B6F0-06F100A752F2,15308DCE-6E4E-43C2-AC89-B327CCAE5B95,
2016-08-08 14:01,Dunphys Pond,C6,Dunphys Pond+C6,NE,DP,VAAN,1,DP_C6_VAAN_1,28,0.5,,"I
O",,,100,,16.5,2,L,3.4,9.7,5.8,DP_C6_VAAN,AD609BF9-E977-4760-B6F0-06F100A752F2,271D5371-1DBE-4E62-807B-D5DD4C46E7CF,
2016-08-08 14:10,Dunphys Pond,C6,Dunphys Pond+C6,SE,DP,VAAN,2,DP_C6_VAAN_2,41,0.4,,"O
I",Y,,100,,16.5,2,L,3.4,9.7,6.4,DP_C6_VAAN,AD609BF9-E977-4760-B6F0-06F100A752F2,D4F1A8EF-61E4-4EE5-BF6A-92E50547325F,
2016-08-08 14:20,Dunphys Pond,C6,Dunphys Pond+C6,SW,DP,VAAN,3,DP_C6_VAAN_3,64,0.7,,"O
I",Y,,50,,26.5,2,L,3.4,19.7,15.5,DP_C6_VAAN,AD609BF9-E977-4760-B6F0-06F100A752F2,A6CB28E6-EBCC-4DB3-954A-0359C42C452B,
2016-08-08 14:35,Dunphys Pond,C6,Dunphys Pond+C6,NW,DP,VAAN,4,DP_C6_VAAN_4,51,0.5,,I,Y,Y,100,,25.2,2,L,3.4,18.4,14.7,DP_C6_VAAN,AD609BF9-E977-4760-B6F0-06F100A752F2,6B6EA400-1B6B-42B5-A6F6-C5A0A5B93AC8,
2016-07-16 11:03,Dunphys Pond,C8,Dunphys Pond+C8,SW,DP,BEPA,,DP_C8_BEPA_1,158,2.4,B,M,,,90,38 cm off the ground _shoots off of tree,15,1,S,2,13,0,DP_C8_BEPA,42130B35-4C49-4220-87A2-2C6454F8D2C0,685088CE-7878-4EC0-AE56-7C0A8477D38D,
2016-07-16 10:52,Dunphys Pond,C8,Dunphys Pond+C8,NE,DP,VAAN,,DP_C8_VAAN_1,22,0.2,B,"O
I",,,90,,4.5,1,S,2,2.5,0,DP_C8_VAAN,42130B35-4C49-4220-87A2-2C6454F8D2C0,A9430DD9-540A-4222-A35E-160D3B22FA23,
2016-07-16 10:55,Dunphys Pond,C8,Dunphys Pond+C8,SE,DP,VAAN,,DP_C8_VAAN_2,30,0.4,NB,NA,,,90,,6.4,1,S,2,4.4,0,DP_C8_VAAN,42130B35-4C49-4220-87A2-2C6454F8D2C0,E44AFCD0-2EA3-4F24-A300-3BEAB241FB4C,
2016-07-16 11:14,Dunphys Pond,C8,Dunphys Pond+C8,SW,DP,VAAN,,DP_C8_VAAN_3,28,0.3,NB,I,,,100,,6,1,S,2,4,0,DP_C8_VAAN,42130B35-4C49-4220-87A2-2C6454F8D2C0,EF799750-120B-4C69-8961-27BFB30D6546,
2016-07-16 11:23,Dunphys Pond,C8,Dunphys Pond+C8,NW,DP,VAAN,,DP_C8_VAAN_4,36,0.3,NB,I,,,100,,4.9,1,S,2,2.9,0,DP_C8_VAAN,42130B35-4C49-4220-87A2-2C6454F8D2C0,BC4AA4E8-B6E5-45AF-8747-952AD1B1D215,
2016-07-30 9:16,Dunphys Pond,E1,Dunphys Pond+E1,NE,DP,ABBA,1,DP_E1_ABBA_1,45,0.8,NB,,,,70,,35.7,1,L,3.4,32.3,14,DP_E1_ABBA,D750612B-E78B-4278-923B-85DDC3A01673,17D2B8F9-5769-462D-A883-B5EC657CD6D5,
2016-07-30 9:02,Dunphys Pond,E1,Dunphys Pond+E1,NE,DP,ACRU,1,DP_E1_ACRU_1,53,1.8,NB,I,Y,,90,,26.6,2,L,3.4,19.8,13.3,DP_E1_ACRU,D750612B-E78B-4278-923B-85DDC3A01673,851EBB7D-159A-46A6-AFAB-BAE1C7F76243,
2016-07-30 9:22,Dunphys Pond,E1,Dunphys Pond+E1,SE,DP,ACRU,2,DP_E1_ACRU_2,99,0.6,NB,I,Y,,100,,50.4,2,L,3.4,43.6,34.1,DP_E1_ACRU,D750612B-E78B-4278-923B-85DDC3A01673,23E200D3-F0EA-4818-9BFE-C43F0D8A2EF1,
2016-07-30 9:50,Dunphys Pond,E1,Dunphys Pond+E1,SW,DP,ACRU,3,DP_E1_ACRU_3,82,1,NB,O,Y,,100,,30.9,2,L,3.4,24.1,19.5,DP_E1_ACRU,D750612B-E78B-4278-923B-85DDC3A01673,A18D5F9F-9DBF-432A-B116-21AFF36A9232,
2016-07-30 9:55,Dunphys Pond,E1,Dunphys Pond+E1,NW,DP,ACRU,4,DP_E1_ACRU_4,65,1,B,M,Y,,100,,22.9,2,L,3.4,16.1,7.5,DP_E1_ACRU,D750612B-E78B-4278-923B-85DDC3A01673,23532F9C-49E7-424E-9AE5-F5D9797F2276,
2016-07-30 9:07,Dunphys Pond,E1,Dunphys Pond+E1,NE,DP,VAAN,1,DP_E1_VAAN_1,56,0.8,NB,I,Y,Y,60,,59,2,L,3.4,52.2,30.6,DP_E1_VAAN,D750612B-E78B-4278-923B-85DDC3A01673,36A8FB07-8D4B-4940-9D97-5B06465B55DF,
2016-07-30 9:30,Dunphys Pond,E1,Dunphys Pond+E1,SE,DP,VAAN,2,DP_E1_VAAN_2,69,0.8,B,"H
I",Y,,80,,44.9,2,L,3.4,38.1,32.1,DP_E1_VAAN,D750612B-E78B-4278-923B-85DDC3A01673,60D3C639-FBA8-4691-A3BB-3B298C84B8E0,
2016-07-30 9:42,Dunphys Pond,E1,Dunphys Pond+E1,SW,DP,VAAN,3,DP_E1_VAAN_3,59,0.6,NB,I,Y,Y,80,,50.6,2,L,3.4,43.8,38.2,DP_E1_VAAN,D750612B-E78B-4278-923B-85DDC3A01673,4BFD8439-78B8-4E3E-8CC3-72DB3DE4F27D,
2016-07-30 10:01,Dunphys Pond,E1,Dunphys Pond+E1,NW,DP,VAAN,4,DP_E1_VAAN_4,68,0.7,NB,I,Y,,80,,40.7,2,L,3.4,33.9,27.5,DP_E1_VAAN,D750612B-E78B-4278-923B-85DDC3A01673,5801DE1F-65EB-4BAB-ACED-A81285584284,
2016-08-08 18:20,Dunphys Pond,F1,Dunphys Pond+F1,NE,DP,ABBA,1,DP_F1_ABBA_1,22,1.1,NB,,,,100,,34.3,2,L,3.4,27.5,23.5,DP_F1_ABBA,20546A59-B962-4559-B059-45C5B9CA8EAD,97D1ADF8-4BF8-4372-881E-651CFBA5EF94,
2016-08-08 18:24,Dunphys Pond,F1,Dunphys Pond+F1,SE,DP,ABBA,2,DP_F1_ABBA_2,42,0.9,NB,,,,100,,42.1,2,L,3.4,35.3,31.7,DP_F1_ABBA,20546A59-B962-4559-B059-45C5B9CA8EAD,A9403D05-5860-493E-9AB2-E62DBBCEE769,
2016-08-08 18:31,Dunphys Pond,F1,Dunphys Pond+F1,SW,DP,ABBA,3,DP_F1_ABBA_3,41,1.1,NB,,,,80,,43.5,2,L,3.4,36.7,31.7,DP_F1_ABBA,20546A59-B962-4559-B059-45C5B9CA8EAD,11A8A2AF-453E-404D-A948-1417CD5D15EB,
2016-08-08 18:38,Dunphys Pond,F1,Dunphys Pond+F1,NW,DP,ABBA,4,DP_F1_ABBA_4,31,1.5,NB,,,,80,,39.5,2,L,3.4,32.7,27.7,DP_F1_ABBA,20546A59-B962-4559-B059-45C5B9CA8EAD,99A78829-81C4-4F25-ADE1-6A4FA62A2B56,
2016-08-08 18:17,Dunphys Pond,F1,Dunphys Pond+F1,NE,DP,ACRU,1,DP_F1_ACRU_1,53,0.6,NB,I,Y,,100,,20,1,L,3.4,16.6,9.5,DP_F1_ACRU,20546A59-B962-4559-B059-45C5B9CA8EAD,2DB756B2-642C-4011-B928-1B0597D6B7C8,weighed when pooling samples 
2016-08-08 18:26,Dunphys Pond,F1,Dunphys Pond+F1,SE,DP,ACRU,2,DP_F1_ACRU_2,98,1.4,NB,I,Y,,100,,41.5,2,L,3.4,34.7,27,DP_F1_ACRU,20546A59-B962-4559-B059-45C5B9CA8EAD,C153DF4F-AD94-47B9-8FC8-7A7DE6056B19,
2016-08-08 18:19,Dunphys Pond,F1,Dunphys Pond+F1,NE,DP,VAAN,1,DP_F1_VAAN_1,29,0.5,B,"O
I",Y,,100,,16.9,2,L,3.4,10.1,5.9,DP_F1_VAAN ,20546A59-B962-4559-B059-45C5B9CA8EAD,B78A92CB-AD40-4E99-ABF1-BEF3683E9ECC,
2016-08-08 18:29,Dunphys Pond,F1,Dunphys Pond+F1,SE,DP,VAAN,2,DP_F1_VAAN_2,34,0.4,NB,I,Y,,100,,16.3,2,L,3.4,9.5,6.6,DP_F1_VAAN ,20546A59-B962-4559-B059-45C5B9CA8EAD,7225F305-01C7-4FF1-8D7A-0D3C0F652E68,
2016-08-08 18:34,Dunphys Pond,F1,Dunphys Pond+F1,SW,DP,VAAN,3,DP_F1_VAAN_3,38,0.4,NB,I,Y,,100,,16.4,1,L,3.4,13,8.7,DP_F1_VAAN ,20546A59-B962-4559-B059-45C5B9CA8EAD,89C62BD9-489D-4AFB-9C83-4ADDAB7DA7C3,
2016-08-08 18:36,Dunphys Pond,F1,Dunphys Pond+F1,NW,DP,VAAN,4,DP_F1_VAAN_4,40,0.9,NB,I,Y,Y,100,,43.8,1,L,3.4,40.4,37.2,DP_F1_VAAN ,20546A59-B962-4559-B059-45C5B9CA8EAD,334087C1-F0F7-45B0-8418-8B116B52B015,
2016-07-30 9:35,Dunphys Pond,F11,Dunphys Pond+F11,NE,DP,ABBA,1,DP_F11_ABBA_1,32,0.6,B,"H
M",,,100,,23.1,2,L,3.4,16.3,11.3,DP_F11_ABBA,457716BE-2B45-4E7C-B6CD-E090F5F43B95,E6BEB03B-3707-4542-8191-0455A3FC65BD,
2016-07-30 10:14,Dunphys Pond,F11,Dunphys Pond+F11,SW,DP,ABBA,2,DP_F11_ABBA_2,52,1,NB,,,,20,,29.9,2,L,3.4,23.1,13.6,DP_F11_ABBA,457716BE-2B45-4E7C-B6CD-E090F5F43B95,E6939C2E-FE64-490B-AA80-D5CAC53A418C,
2016-07-30 9:33,Dunphys Pond,F11,Dunphys Pond+F11,NE,DP,ACRU,1,DP_F11_ACRU_1,38,1,B,"I
H
M",Y,,100,,16.4,2,L,3.4,9.6,7.9,DP_F11_ACRU ,457716BE-2B45-4E7C-B6CD-E090F5F43B95,E24B0DBA-ECAB-43C8-AF57-810179A571B5,
2016-07-30 9:52,Dunphys Pond,F11,Dunphys Pond+F11,SE,DP,ACRU,2,DP_F11_ACRU_2,42,1.1,B,"I
M
H",Y,,100,,20.2,2,L,3.4,13.4,8.8,DP_F11_ACRU ,457716BE-2B45-4E7C-B6CD-E090F5F43B95,FE39A9CD-56CB-4741-9448-77979C960F19,
2016-07-30 10:07,Dunphys Pond,F11,Dunphys Pond+F11,SW,DP,ACRU,3,DP_F11_ACRU_3,52,1.1,B,"O
I",Y,,60,,17.9,2,L,3.4,11.1,6.4,DP_F11_ACRU ,457716BE-2B45-4E7C-B6CD-E090F5F43B95,E8943E0A-C523-4BB8-B5B5-BBCBE719BFD6,
2016-07-30 10:26,Dunphys Pond,F11,Dunphys Pond+F11,NW,DP,ACRU,4,DP_F11_ACRU_4,78,0.8,B,"M
I",Y,,80,,21.3,2,L,3.4,14.5,6.8,DP_F11_ACRU ,457716BE-2B45-4E7C-B6CD-E090F5F43B95,60DCBD8E-602B-4383-A275-C32E5A863027,
2016-07-30 9:55,Dunphys Pond,F11,Dunphys Pond+F11,SE,DP,VAAN,2,DP_F11_VAAN_2,42,0.3,B,"H
I",,,100,,19.1,2,L,3.4,12.3,11.5,DP_F11_VAAN ,457716BE-2B45-4E7C-B6CD-E090F5F43B95,41014537-D025-4EA0-A75A-14489C7D3AA7,
2016-07-30 9:39,Dunphys Pond,F11,Dunphys Pond+F11,NE,DP,VAAN,1,DP_F11_VAAN_1,34,0.6,NB,I,Y,,100,,37.7,2,L,3.4,30.9,22.2,DP_F11_VAAN ,457716BE-2B45-4E7C-B6CD-E090F5F43B95,DB63DF78-E416-4C31-A29D-466C80B12E98,
2016-07-30 10:04,Dunphys Pond,F11,Dunphys Pond+F11,SW,DP,VAAN,3,DP_F11_VAAN_3,52,0.6,B,"O
I",Y,,100,,27.9,2,L,3.4,21.1,11.7,DP_F11_VAAN ,457716BE-2B45-4E7C-B6CD-E090F5F43B95,10F174FD-CBEA-4E37-AC10-6CF918B6E4AF,
2016-07-30 10:18,Dunphys Pond,F11,Dunphys Pond+F11,NW,DP,VAAN,4,DP_F11_VAAN_4,49,0.4,B,"I
H",Y,,100,,25.7,2,L,3.4,18.9,6.5,DP_F11_VAAN ,457716BE-2B45-4E7C-B6CD-E090F5F43B95,C5A12587-F083-40A4-ACA8-6A21873853EA,
2016-08-08 15:01,Dunphys Pond,F13,Dunphys Pond+F13,SE,DP,ABBA,1,DP_F13_ABBA_1,46,0.7,NB,,,,80,,32.2,2,L,3.4,25.4,21,DP_F13_ABBA,49B14E9C-2B76-4E25-BE97-083B558FCA99,D4EB9C67-6CD6-45C1-95C6-49889628B134,
2016-08-08 15:19,Dunphys Pond,F13,Dunphys Pond+F13,SW,DP,ABBA,2,DP_F13_ABBA_2,46,0.7,NB,,,,80,,30,2,L,3.4,23.2,19,DP_F13_ABBA,49B14E9C-2B76-4E25-BE97-083B558FCA99,3F521F8D-5996-4774-BA30-BC1AD3E0D0B7,
2016-08-08 15:25,Dunphys Pond,F13,Dunphys Pond+F13,NW,DP,ABBA,3,DP_F13_ABBA_3,73,1.8,NB,,,,40,,45.2,2,L,3.4,38.4,32.9,DP_F13_ABBA,49B14E9C-2B76-4E25-BE97-083B558FCA99,36F0BF95-A0E1-4406-BEAC-F49A7C3DF0F9,
2016-08-08 15:10,Dunphys Pond,F13,Dunphys Pond+F13,NE,DP,ACRU,1,DP_F13_ACRU_1,46,0.6,NB,I,,,100,,16.3,2,L,3.4,9.5,4,DP_F13_ACRU,49B14E9C-2B76-4E25-BE97-083B558FCA99,54C74715-E091-4E6C-AE1F-917575C515D8,
2016-08-08 15:28,Dunphys Pond,F13,Dunphys Pond+F13,NW,DP,ACRU,2,DP_F13_ACRU_2,65,0.5,B,I,,,100,,24.7,2,L,3.4,17.9,9.2,DP_F13_ACRU,49B14E9C-2B76-4E25-BE97-083B558FCA99,5DD8592D-2532-4ABB-A2DF-17F7700D349D,
2016-08-08 14:52,Dunphys Pond,F13,Dunphys Pond+F13,NE,DP,BEPA,1,DP_F13_BEPA_1,84,0.6,NB,I,,,100,,32,2,L,3.4,25.2,14.3,DP_F13_BEPA,49B14E9C-2B76-4E25-BE97-083B558FCA99,93801C3D-0258-4112-8819-F7F4BC4CD37C,
2016-08-08 15:35,Dunphys Pond,F13,Dunphys Pond+F13,NW,DP,BEPA,2,DP_F13_BEPA_2,64,1,,,,,100,,34.7,2,L,3.4,27.9,18.9,DP_F13_BEPA,49B14E9C-2B76-4E25-BE97-083B558FCA99,09275590-8406-453C-8E1B-8DFA814E2045,
2016-08-08 14:58,Dunphys Pond,F13,Dunphys Pond+F13,NE,DP,VAAN,1,DP_F13_VAAN_1,41,0.5,NB,I,Y,Y,100,,17.6,2,L,3.4,10.8,7.9,DP_F13_VAAN,49B14E9C-2B76-4E25-BE97-083B558FCA99,FDE112F9-469D-4B97-828A-BABA3E5B33DA,
2016-08-08 15:06,Dunphys Pond,F13,Dunphys Pond+F13,SE,DP,VAAN,2,DP_F13_VAAN_2,53,0.5,NB,I,Y,Y,100,,35.7,2,L,3.4,28.9,23.8,DP_F13_VAAN,49B14E9C-2B76-4E25-BE97-083B558FCA99,23589329-54F9-48B0-8766-08BFD0F1C883,
2016-08-08 15:15,Dunphys Pond,F13,Dunphys Pond+F13,SW,DP,VAAN,3,DP_F13_VAAN_3,63,0.9,B,I,,Y,100,,63,2,L,3.4,56.2,43.4,DP_F13_VAAN,49B14E9C-2B76-4E25-BE97-083B558FCA99,0F2E95AD-2877-4B30-88BF-0F846E6A0EC8,
2016-08-08 15:38,Dunphys Pond,F13,Dunphys Pond+F13,NW,DP,VAAN,4,DP_F13_VAAN_4,37,0.4,B,"O
I",Y,Y,100,,19.7,2,L,3.4,12.9,6.1,DP_F13_VAAN,49B14E9C-2B76-4E25-BE97-083B558FCA99,DFADEA35-630F-4537-BB94-CEDC6BC5EA0E,
2016-07-30 11:30,Dunphys Pond,F3,Dunphys Pond+F3,NE,DP,ABBA,1,DP_F3_ABBA_1,22,0.5,NB,,,,100,,22.7,2,L,3.4,15.9,13.18,DP_F3_ABBA ,D0D4F1D0-C95B-4A67-8BBA-546A09E50379,DE665A69-19BC-4DE5-B41E-6EE2FDBA9DF5,
2016-07-30 11:54,Dunphys Pond,F3,Dunphys Pond+F3,SE,DP,ABBA,2,DP_F3_ABBA_2,36,0.6,NB,,,,100,,31,2,L,3.4,24.2,20.3,DP_F3_ABBA ,D0D4F1D0-C95B-4A67-8BBA-546A09E50379,9D0DC82E-D09F-4E1D-856A-8348D2EA467C,
